text,label
yigitlar,negative
lug'aviy xatolarga e'tibor bersalaringchi,negative
ma'muriy kodeksning 258 moddasida milliy xavfsizlik xizmati deyilgan axir u dxx bo'lganiga ancha bo'ldiyu,negative
manda ishlamyapti programa bugundan boshlaborada qotb qotb qovotudi ozi endi umuman kirmyapti nme bunaqa xato bovoti kimdur chuntrb beradimi,negative
maslahatim umuman skachat qimelar bu programmani registratsiyadan o'tishni yo kirishni iloji yo'q musor,negative
mb ni ko'p yeydi ekan,negative
menda ishlamadi android 442 nimaga javob berilar iltimos,negative
menga yoqdi qoyil,negative
menimcha eskisi yaxshi edi imloni tekshirish uchun internetga kirish kerak,negative
murakkab so'zlar yo'q,negative
ne poluchaetsya dobavit' cashback kartu ot htb daet oshibku v sroke karti ispravlyu ocenku kogda ispravite programmu,negative
nega ingliz tilida hamma xabarlar yo'q,negative
nima balo qanaqa rasvo ilova bu o'zi tupoyski sms kelmaydi umuman dabdala musor programma,negative
nimaga 4ta 5tastar cha qo'yib tashisila voopwem ishlamidi vidjeti tuftaku,negative
nimaga doim kerak paytda ishlamaydi bu o'lgur keraksiz paytda doim yoniq kerakli paytda ochiq bo'ladi,negative
nimaga skachat qlib bomayapti,negative
nimagadir menda o'qimadi,negative
nimagadur online tvisi ishlamayapti boshqa telifonladayam sinab ko'rdim shuni tekshirib qo'ysela yaxshi bo'lardi  2kundan beri ishlamayapti,negative
nmaga biznikila ui ga etibor bermedi a,negative
htc istagimdagi 820larda ishlamayapman,negative
yaxshi ishlamayapti,negative
ishlamasdan ular oxiroqibat buni qildilar deb o'ylashdi bu ishlamayapti,negative
o'ta sekin ishlayapti,negative
o'zbek elektiron adabiyotlari ko'payaversin,negative
o'zbek tili yo'q ekan,negative
o'zbelani sharmanda qimagin qilolsen normalniy prilojeniya qilgin ko'chirmasdan birovlanikini teksturalarini qara,negative
ohirgi yengilanishdan keyin dasturga kirish bn crash bervotti,negative
ok,negative
oldin 5ta yulduz qo'ygandim tekin kontent ishlayotgandi obuna bo'lganimdan keyn allplayga kirmay qoydi boshqa programmala ishlavotti faqat bu qotvoti judayam tezroq tuzating iltimos,negative
oma jonga tegdi xar 5 minutda telga xabar junatyapsla asaldiyam ozi shirin junatishakan deb junatilovrmedi telimda bunaqa xabar dasturdan 40ta bor agar xammasi sla qigan ishdi qisa telponim yonib ketadi ,negative
oq sahifadan boshqa narsa ochilmaydi bloklanganga o'xshaydi ilova,negative
oxirgi updatedan keyin qandaydir kalkulyator qushilib qolgan 9999dan kop pul tashab bumaydi,negative
oybek ismni unutishmumkinmi,negative
parolni tiklashni iloji yo'q ekan,negative
payg'ambarimizi o'g'il fatzandlari bo'lmagan keyin bundan tawqari xato savollar ko'p,negative
programma yaxwi tuzilmagan,negative
qanday tayorlanishini bilish uchun o'qib ulgurmasimdan bashqa taomga o'tib ketayapdi yomon,negative
qidirish algortimi ishlamedikan umuman mavzuga doir yoki umuman qidiruv natijasi 0 baho,negative
qidirish imkoni yo'q,negative
rasvo,negative
rasvo,negative
rasvo ilova faqat o'zbek qo'shiqchilari xorij degan albomlar bo'sh,negative
rating emas reyting buladi,negative
reklamasida evo borku nega dasturni ozida yo'q,negative
retseptlar chala berilgan ba'zi joylarda xamir yumshoqqattiq qorish tindirilsa qancha muddat yozilmagan iltimos boshidan ko'rib chiqib tuzatish kiritila,negative
fleshli ekranida,negative
salom bazi bir o'zbek kanallarini ovozi bor lekin videosi ko'rinmayapti baкјzilarini videosi bor ovozi yo'q iltimos ko'rib chiqinglar hi there some uzbek channels are without voice some of them without video please solution,negative
saqlanganlarni bossa ilova tashavorayapti,negative
saved search degan funktsia ni kiritish kk yani har doim boshqattan poisk qilishga tughri kelyapti masalan chilonzorda 2 3 honali uy 10 30 ming $ gacha deb har kirganimda kiritaman agar poisk ni saqlab qolish funktsiasini kiritsa oson bulardi,negative
savollarga javob berish sistemasi umuman tushunarsiz,negative
serverga ulanmayapti ilovani quyishdan oldin sinab kurish kerak edi,negative
shaxy muahammad sodiq hazratlarining ruhiy tarbiya kitoblarini shunday shaklda qilinsa ancha yaxshi bolardi chorsu kitob dokonida 120ming som ekan bu biroz qimmat,negative
sheva so'zlaridan foydalanilgan shunisi yoqmadi man  oyi va shu kabi so'zlarni aslida sheva so'zlarini ham adabiy til kabi qabul qilingan yoki yo'qligini bilmayman lekin oyi so'zi ona so'zining shevadagi ko'rinishi ekanligi aniq,negative
shu kunlarda bu ilova yaxshi ishlamayapti,negative
faqat ochilmaydi,negative
sms kelishi uchun kamida 8 ta belgili kod qo'yilar sms kelarkan,negative
so'zlar miqdori judayam kam,negative
axmoqona,negative
tatu haqida gapirguncha aka bunaqa dasturni tatu ikkinchi kurslari ham sizdan tuzikroq qiladi lekin 35821 so'zni kirishga sabringiz yetgani tahsinga sazovor mendan xafa bo'lmang,negative
telefon orqali kirishni umuman iloji bo'lmayapti,negative
dahshatli mijozlarga xizmat ilova interfeysi orqali qayta aloqa qilishning hech qanday usuli yo'q,negative
tfuuuuuuuuu savolga javob bermadingiz va 2 soatdan beri harakat qilaman kirishga 30 soat deganda kod kelyapti lekin u kodni noto'gri deyapti qanaqa muammo bu dasturni tekshirib chiqing,negative
ovqatlar soni juda oz,negative
tovushlar o'yin uchun ilovoropriat emas men o'z vaqtida ishlatilganman men tasodifiy ovoz olishni juda zerikarli deb hisoblayman boshqa tomondan o'ynashni istamaydi va meni jig'ildadi kambag'al dizayn o'yin uchun hech qanday xususiyatlar,negative
hech qanday ilmiy so'zlar yo'q agar siz ieltsga tayyorgarlik ko'rmoqchi bo'lsangiz siz bunday so'zni topa olmaysiz,negative
ular sizning tezkor yuk uchun pulingizni oladi lekin men hali 3 soatdan buyurtmani olmaganman,negative
bu yaxshi ilovamen o'zbekmanmen ham ushbu ingliz tilidan foydalana olaman ingliz tilini bilamanafg'onistonlik o'zbeklar uchun yangi bir lug'at ishlab chiqishim kerakular o'qiy olmaydi ingliz tili afg'oniston tomonidan o'zbeklar alifbosi bo'lishi kerakhar qanday gud ilova,negative
ushbu ilova mening qurilmamdagi qurilmamga ruxsat berishni so'rayapti lekin bu narxni menga avto uchun narxlarni xabar qilish uchun ushbu ilovani yuboring menimcha bu foydalanuvchi ma'lumotlarini yig'ish uchun unlawful,negative
to'gri topsa ham noto'gri deydi ishlamaydigan,negative
samarqanddagi uyni topishga harakat qildim ammo hech narsa topolmadim,negative
typoi krossword savollar kani vobshem 1 ta yulduzgaham arzimaydi,negative
u ilovani ochish uchun 1012 soniyani kutish kerak nega sariq rangli ekranni har doim tomosha qilishim kerak,negative
umuman hech narsa topmayapti,negative
umuman ishlamayapti yoki hali serverga ulanmagan blya shunaqa kotta kompaniya musor ilova zakaz qilgan bo'liwi mumkinm,negative
umuman ishlatib bo'mayapti registratsiya qilishi umuman iloji yo'q,negative
umuman yomon,negative
umuman yomon,negative
updatedan keyin telifonim dasturni ocha olmay qoldi iltimos bir tekshirib ko'ringlar,negative
ushbu yo'nalishda harakat boshlangani yaxshi lekin ismlar ro'yhati juda kichik ayollar ismi 100 ga ham etmadi ba'zi ismlarning imlo xatolari bor,negative
uyin biroz tushunarsiz bazida ruscha suzlar qushilib ketgan karoche 3 ball,negative
uzbek sport yoq tortme qoyorilar ovora bolib,negative
uzbekcha va turkcha bo'lsa juda zo'r bo'lardi,negative
vapshe og'ir ishlayapti manimcha chatni alohida boshqa bo'limlarni alohida apk qilgan ma'qul,negative
juda yomon xususiyatlari asosiy mexanika yaxshi ko'rinadida ilovaning juda cheklangan vositalari va xususiyatlari bor uzairplus hisobiga kirish imkoni yo'q bunday katta kompaniyalar uchun bu yaxshi ilovaga ega bo'lmaslik sharmandalikdir,negative
o'zbekiston e'lonlari bilan nima demoqchisiz,negative
gcm fcm token qurilmasi talab qilinadi,negative
bu foydasiz dasturdan qanday foydalaniladi men rus yoki ingliz tilida nashr qilaman menimcha ushbu dastur mahalliy o'zbeklar uchun mo'ljallangan o'zbek tilida,negative
internet aloqasi mavjud bo'lmaganda siz ushbu ilovadan qurilmangizdagi orqaga tugmasini bosib chiqa olmaysiz,negative
to'lov amalga oshirilganda ba'zida to'lov amalga oshirilmaydi keyin bir xil to'lov amalga oshirilsa to'lov ikki marta amalga oshiriladi bu yaxshi emas iltimos to'lov amalga oshirilmaguncha to'lovni bekor qilish haqida ko'proq vaqt sarflang,negative
yahshi ishlangan,negative
yangi versiya ishlamayatti ochilmayatti eski versiyani qo'yinglar eskisi zo'r edi,negative
yangi versiyabi yuklab oling deyabti eng ohirgi versiyani yuklab olgan bolsam ham serverdan kochirishga harakat qilsam google play ga otib ketyabti ishlata olmadim,negative
yangilashdan keyin ishlamay qoldi biror yangilikka kirmoqchi bo'lsam dasturdan chiqib ketyapti huawei p20,negative
yangililar tariflardi vawwe nol programma,negative
yangililarga bo'rttiribkotta taytl quyatta kirsez usha ma'lumotni xato dib yozadi keremas daryosi amidaryosiyam,negative
yaxshi,negative
yaxshi dastur lekin menga eng kerakli bo'lgan hujjatlar masalan soliq kodeksi jinoyat kodeksi fuqarolik kodeksi2 qism jinoyat protsessual kabilarni ochmayapti model samsung galaxy j320,negative
yaxshi datur ammo tezlik bilan yangilanmayapti yangi versiyada ham eski narsalaragar iloji bo'lsa bitta harakat bilan yangilantirishni qo'sha olasizlarmi,negative
yaxshi emas,negative
yo'l qoidalariga oid belgilar yo'q,negative
yoвђ™l chiziqlari ham koвђ™rsatilmagan,negative
yolg'on umaman kodlar ishlamaydi,negative
yolgon ekan xammasi,negative
yomon,negative
yomon,negative
yoqmadi ishlamaydigan dastur bir tiynga qimmat,negative
yuklab olib bulmayabdi,negative
yuklanmayapti ku,negative
znakla qani znakla,negative
zo'r hamma kinolar bor faqat mb kop yevorarkan wifi orqali ko'rishni maslahat berardim,negative
so'raladi,negative
zo'r dastur lekin yangilanmayapti boshqacha qilib ishlab chiqilar yangilanishini iltimos,negative
zoom text va media contentga ishlamaydi,negative
va tashqi raqamlarni to'ldirish funktsiyasini qo'shsangiz rossiya kaz va boshqalar,negative
bilayn rossiya va qozog'iston kabi chet el uyali aloqa operatorlari uchun to'lovni qachon amalga oshiradi,negative
to'satdan ishlamay qoldi,negative
u har doim aniq ishlashi mumkin edi lekin android 80 da aloqa xatolarini har doim ishlata olmadim va afishada ishlay boshladim,negative
siz oziqovqat yetkazib berish imkoni yo'qligini bildirishingiz mumkin qo'rqma lekin yoqimsiz,negative
ingliz tilini qo'shish kerak yoki interfeys tilini o'zbek tilidan o'zgartirish imkoniyatini bering,negative
iltimos foydalanuvchi xaritada maqsadni belgilashga imkon beruvchi funksiya qo'shish kerak va tizim marshrut variantlarini taklif qiladi,negative
audio kitoblar qismini qo'shish kerak,negative
barcha to'lovlarni kuzatuv statistikasini qayta tiklash mumkinmi,negative
teztez osadi maqsadni belgilashga ruxsat bermaydi va sayohat xarajatlarini hisoblab chiqadi,negative
nima uchun bu dastur agar narx emas,negative
sichqoncha tugmasini bosing va keyin bolalar nima bo'layotgani yo'q va shuning uchun o'yinchoq normal,negative
ushbu tilda tilni qanday o'zgartirish mumkin,negative
qanday qilib rus tilida topshiriladi nima uchun sozlamalar yo'q dastur uchun yangilanish bor lekin hech qanday oddiy sozlamalar yo'q,negative
tilni rus tiliga qanday o'zgartirish mumkin,negative
barcha musiqalar qachon yangilanadi,negative
men qo'ng'iroq qilgandan so'ng klaviatura mening telefonimga chiqmaydi,negative
internet 2g bo'lganda dastur juda uzoq vaqt davomida o'ylaydi hatto noma'lum tezlik uchun qanday tezlik kerak,negative
ajoyib lekin siz qo'shimcha qilishingiz kerak vazifalari,negative
bir nechta xatolar bu sariq yordam ekrani abadiy ko'rsatiladi keyin serverga ulanish xatosi,negative
oxiroqibat moddiy dizayn uchun dizaynni takrorlay olasizmi va vektorlarda kartochkalarni o'zingiz qiling,negative
android 51 trassasida 71 da hamma narsa yaxshi,negative
asosiy sahifada logotip bundan mustasno,negative
turli nisbatda ekranda 18 9 kambag'al ko'rinadi autentifikatsiya jarayoni va odatda interfeys eskirgan,negative
nihoyat kartadan kartaga o'tkazishni o'chirib qo'ying ayblovning oldini olish ehtimol yangi kuchni qo'ying umid qilamanki bu avvalgidan yaxshiroq bo'ladi,negative
men ro'yxatdan o'tolmayman sms kodi kelmaydi,negative
ma uchun tarif rejasini o'zgartirishga yo'l qo'yilmaydi,negative
tizimda ro'yxatdan o'tish mumkin emas shu bilan xato ishlab chiqaradi,negative
ro'yxatga olish paytida sms kelmaydi,negative
ishlamayapti,negative
ishlamayapti,negative
noto'g'ri kiritilgan ma'lumotlarni o'chirib bo'lmadi,negative
o'zbek tilini o'zgartira olmadi,negative
pnr tomonidan yaratilgan zahiralarni qo'shish imkoniyati yo'q,negative
server bilan aloqa yo'q,negative
mezon bo'yicha saralanmagan,negative
androidda ishlaydigan har qanday tugmachaga kirish uchun 20 marta kerak,negative
katta umidsizlik mening sevimli dasturlardan biri ekspres faqat ishni to'xtatdi ko'p kunlar o'tdi hech narsa o'zgarmaydi,negative
server hozir mavjud emasligini yozadi bunday hollarda nima qilish kerak,negative
sizning qidiruvingiz hech narsa bilan mos kelmadi,negative
foydali dastur ammo qulay emas,negative
to'liq axlat chet elda yo'q hech narsa yuklab olinmaydi,negative
yangilashdan so'ng sozlamalar qayta tiklandi qayta ro'yxatdan o'tish so'raldi endi chet elda qanday qilib buni amalga oshirishim kerak,negative
yangilashdan so'ng geolocation ruxsatining ochilgan menyusini olib tashlash mumkin emas,negative
telefonni tozalashdan keyin men ketolmayman tasdiqlash kodi jo'natilmaydi yaxshi haftada men bu ahmoq kodni topolmayapman,negative
sizning o'ldirilishingizni so'nggi yangilash oson mijozlaringizdan nafratlanganingiz uchun rahmat,negative
nima uchun dasturda tilni o'zgartira olmaydi nega bu qadar buzuqsiz mobil fig dan saytingizga kirib borasiz,negative
hd yoki fullhd qanday qilib qayta tiklanadi xato har doim 1015 daqiqadan so'ng paydo bo'ladi bolalar buni tuzatinglar,negative
qidirayotganda nimani aniqlash mumkin emas juda noqulay,negative
nima uchun u yangilanishdan keyin rus tilida birinchi bo'lib o'zbek o'zbeki bo'ldi to'g'ri,negative
nima uchun faqat uzbzke6 tilni tanlashning rus funktsiyasi qaerda,negative
to'lovni amalga oshirishda serverga ulanishning iloji yo'q,negative
uzmobile ilovasi yaxshi ishladi batafsil ma'lumot berdi,negative
ilova ishlamaydi tugmalar ishlamaydi,negative
ilova juda sekin faqat haqiqiy emas xizmatning o'zi juda yaxshi lekin dastur dahshatli ishlaydi,negative
dastur yaxshi lekin operatorga tushish mumkin emas bundan tashqari onlayn konsultatsiya mavjud emas men faqat shu 2 ni qo'ydim,negative
loyiha juda yaxshi lekin kartalarning sifati yaxshi xarita xaritasi yoki google xaritasi kabi 5 bo'ladi,negative
oson transport juda achinarli,negative
xar doim ochilmaydi,negative
faqat ulanish o'rnatilmagan tarmoq xatosini yozadi internetdan foydalanishni talab qiladigan boshqa ilovalar,negative
rus tilidagi bolalar va uni qanday qilib almashtirishim yaxshi odamlar haqida gapiradi,negative
tillar yaxshi emas iltimos iltimos,negative
eng yomon prog,negative
thanks telefon tili ingliz va prog uzb va uning thrash o'zgartirish uchun hech qanday yo'li,negative
qattiq noxushliklar bunday yirik kompaniyani o'zingizning oddiy dasturingiz qanday qilib amalga oshirishi mumkin emas og'riq,negative
endi 500 so'm emas balki har oy 1000 so'm,negative
tupizm har doim buyurtma bergan mahsulot bor,negative
singan ulash vazifasini bartaraf etish,negative
narxlar juda baland yandex taksida ba'zi bir sayohatlar 3 marotaba arzonroqdir,negative
vpn orqali vpn sifatiga qaramay u yaxshi ishlamaydi ba'zida server juda sekin yuklaydi lekin hamma narsa yaxshi,negative
ehtimol yuqorida aytib o'tilganlarning ayrimlarini qadrlayman,negative
bu ilova juda yamon ishlar ekan,negative
galaxy note5 ga tushmayabdi,negative
yamon ishlayabdi,negative
menga yoqqan bitta joyi tez ishlashi lekin juda buglarga to'la ekan,negative
developerlar sal etibor berib kod yozinglar juda yamon ishlayabdi ilova,negative
dizayn rasvo,negative
telefon nomerimga pul tashagandim tushmadi,negative
asosiy menyuga kirsam crash berib ilovadan chiqib ketyabdi,negative
bu boshqa ilovalarni kopiyasi bolibdi hech qanaqa yangilik yo'q,negative
xiomi a2 telefon ekranida juda yamon ko'rinyabdi matnlar ustma ust tushib qolyabdi,negative
essiz shuncha ketgan mb a arzimas ekan,negative
umuman farqi yo'qiga qilingan ish bo'libdi,negative
buncha ko'p reklama ko'rsatasizlar har bir tugamni bosganda reklamaga ketyabdi bilaman bu sizlarning noningiz lekin sal insof bilan qilinglar e,negative
juda ko'p reklama ko'rsatvotsila,negative
audio kitob narxi juda qimmat ekan,negative
tushunmadim obuna bo'lish uchun pul o'tkazgandim endi har bir kitobni sotayabsizlarmi unda obuna nima uchun,negative
juda insofsiz ekansizlar shunchalik ham qimmat qo'yasizlarmi,negative
bu ilova zarur bo'lmagan malumotlarni ham so'rar ekan befarosatlikku bu,negative
umuman insofsiz ilova ekan faqat pul so'ridi,negative
ilova juda qotyabdi,negative
ilovaning hajmi juda ko'p mb ekan,negative
nimaga ko'p reklama qo'ygansila,negative
hamma telefonlarga ham dizayn juda responsiv emas ekan mani samsung j2 telefonimda crash berib yuborvotti,negative
dalbayobmisizlar,negative
nimaga men yoshimni sizlarga aytishim kerak,negative
paynet qilgandim hali pulim tushmadi nima balo bo'ldi,negative
ilovaning developerlari juda qo'rs ekan savol bersa so'kib javob yozotti,negative
sal dizaynga e'tibor beringlar umuman qishloqcha bo'lib qolibdi,negative
audio habarlar kelmayabdi nima balo bu,negative
hech kimga bir tiyinlik foydasi yo'q ilova ekan,negative
nimaga bu app pullik ahir bunga arzimaydiku,negative
juda katta mb ekan yaxshi emas arzimaydi,negative
ichidan yolg'on yangiliklar ko'p ekan huddi odamlarni tinchini buzishga urinayotgandek,negative
suralarning ba'zilarida imloviy xatolar bor tog'irlab qo'yingsizlar,negative
sharmanda ilova ekan,negative
insofsiz shuncha ko'p reklama qo'yasanmi,negative
haritada osiyo zonalari yaxshi ko'rinmayabdi,negative
ma'lumotlar juda kam,negative
kuni bo'yi harakat qildim pul o'tqazishga xatolik bervotti,negative
yolg'on ilova ekan reklamadagidek emas,negative
juda ko'p reklama qilvotti,negative
yangiliklarning ko'pchiligi safsata,negative
juda qotib ishlayabdi,negative
juda ko'p mb yevotti,negative
he onangni,negative
he jipriqlar,negative
qachon meni savolimga javob yozasilar,negative
ma'lumotlani birovga sotar ekansilara jipriqlar,negative
dalbayoblar,negative
fonarik kerakli paytda ishlamayabdi,negative
nimaga juda qotvotti,negative
umuman sifat yo'q ekan,negative
bir tiyinga arzimaydi,negative
faqat dizayni chiroyli ekan lekin umuman yomon ishlar ekan,negative
reklamni juda ko'p ko'rsatar ekansizlar,negative
umuman yoqmadi,negative
xiomi ekranda yaxshi ko'rsatmayabdi,negative
buncha qimmat arzimaydi sila aytayotgan baholarga,negative
virusi bor ekan,negative
pullaringizni og'irllaydi skachat qilmanglar play market qatga qaravotti,negative
ohirgi yangilangandan keyin qotib qoldi hozir statistikani ochmayabdi,negative
uncha yoqmadi tog'risi,negative
kimga keraki bor bunaqa sassiq ilovani,negative
sira narmalni app chiqarmagansila e,negative
juda qotvotti,negative
juda responsiv emas ekan,negative
bir tiyin app ekan,negative
juda ko'p buglar bor ekan,negative
ro'yhatdan o'tish uchun nomerimni tersam sms kelmayabdi,negative
tizimga kira olmayabman,negative
sariq rang umuman yarashmabdi,negative
uchar ketmon huddi flappy birdsni kopiyasi bolibdi og'irlik,negative
og'rilar,negative
mashinalani narxi bozor narxidan ancha qimmatku,negative
mashinalani narxi juda qimmat,negative
juda qimmat baholari,negative
qimor o'yinlarini joriy qilmanglar,negative
juda qimmat ekan,negative
rasvo app ekan,negative
ee prilajeniyanggayam,negative
rasvo,negative
ishga 1 yulduz undan ortig'iga arzimaydi,negative
ilova faqat bir tamonni o'z xotirasiga yozib oladi ikkinchi tamon nima deyotganini umuman tushinib bo'lmaydi iltimos muammoni qarangsizlar,negative
eski versiyasi zo'r edi hozirgisini rasvi qilibsizlar,negative
ilovani 7 martda update qilib ma'nosiz yoqimsiz ilovaga aylantiribsizlar ishlaringizga nol qo'yaman,negative
juda ko'p muammolari bor ekan ilovaning,negative
umuman sharmanda ilova ekan,negative
barcha idealar yaxshi o'ylangan lekin manga umuman yo'qmadi,negative
bir ikki minutdan keyin audio player o'chib qovotti,negative
nimasi o'zgarcha ekan bu ilovani axmoqona audi fayl format hududlarga nisabatn limit qo'yilgan,negative
o'ta darajada ko'p reklama,negative
foydalanish uchun noqulay hunuk dizayn,negative
ba'zi mashxur audiolar joylashtirilmagan,negative
umuman bo'lmag'ur ilova ekan,negative
dasturchilar bu ilovada audiolarni o'zimda saqlash imkoniyati bo'lganligi menga juda yoqgan edi lekin yangu updatedan keyin pulli qilib 1 yulduzga ega bo'ldingiz,negative
bir tiyinga qimmat ilova ekan audioni yuklab olmoqchi bo'lganimda ishlamayabdi,negative
video qo'ng'iroq yaxshi ishlamaydi,negative
video qo'ng'iroq ko'p mb yeydi ekan,negative
videodan audio og'irganda ovoz o'chib ketyabdi,negative
axmoqona ilova ekan har safar kirganimda login parol so'rayabdi,negative
ilovani boshqarish va tushunish juda qiyn va murakkab ekan,negative
juda murakkab ekan,negative
ishlatish juda qiyin ekan,negative
judayam qotib ishlar ekan,negative
ilova bo'm bo'sh ekan yena sotib olibmana,negative
oq varoq ekan aldashdi,negative
boshida 6 ta bosqich tekin ekanku sizlar tekin ilova deb yozib qoygandizlar aldabsizlarda,negative
tekin deb yuklab olgandim keyin pul so'rayabdi yolg'onchilar,negative
hech bo'lmas menyu bo'limdan reklamani olib tashla nomard,negative
ohirgi yangilashdan keyin musr ilovaga aylanib qoldi,negative
audio player juda yamon ishlayabdi,negative
ilova juda zo'r edi endibo'lsa reklamaga to'ldirib odamni ga'shiga tegadigan bo'libdi,negative
audio habar jo'natmayabdi,negative
pdf formatni ochmayabdi,negative
reklamalarga to'la ilova ekan,negative
faqat sex reklamalarni ko'rsatyabdi,negative
yangi tema o'rnatgandim ekran buzilib ketdi,negative
nimage smsda hato ko'd kelyabdi,negative
login bo'la olmayabman kod xato deyabdi,negative
juda ko'p notification jo'natar ekan,negative
chap menyuni ochgandan keyin yopilmayabdi,negative
ilova xatolik berib chiqib ketyabdi,negative
sms chat xizmati tog'ri ishlamaybdi habarlarim juda kech yetib boryabdi,negative
server tamonda juda ko'p kamchiliklar bore ekan,negative
root exploreer ishlamayabdi iltimos tuzating,negative
reklama ekranning yarmini egallab turadi,negative
barcha bosqichdan o'tish shartlari o'sish tartibda emas ba'zi joylarida logikasi buzilgan,negative
foydasiz ilova ekan sahifani ochgandan keyin umuman dizayn yo'q faqat oq varaq bilan keyingisiga o'tkazish,negative
yuklab olgandan keyin txt pdf fayllardan ortiqchalari bor ekan ularni o'chirib tashlamoqchi bo'lsam ilovadagi shaxsiy kutibxonam ham o'chib ketyabdi,negative
ishlatish uchun juda noqulay ekan,negative
noqulay ilova ekan,negative
juda murakkab ilova ekan,negative
qidirish funksiyasi bo'lsa zo'r bo'lardi keyin 5 yulduz qo'yaman,negative
text bo'yicha qidirishni optimallashtiring,negative
pdf faylni o'qimayabdi,negative
doc docx faylni o'qimayabdi,negative
nima rasmni sal o'zgartirib ilova qilib chiqaraverasizlarmi,negative
vaqtni bekordan bekorga sarflash,negative
vaqtni o'ldiruvchi ilova ekan,negative
vaqtni behuda ketkazishdan boshqa narsa emas,negative
ehh shuncha mb ima bir tiyinlik app ekan,negative
umuman rasmnni matnga o'gira olmas ekan,negative
xato ishlayabdi,negative
buglarga to'la ilova ekan,negative
ilovani o'rnatdim va teslab ko'rgandan keyin darrov o'chirib tashladim umuman arzimayid mb va resursingizni sarflashga,negative
umuman sharmanda ilova ekan,negative
juda ko'p reklama tashar ekan,negative
arzimas ekan chunki ko'p tilni qo'llamas ekan,negative
ishlamadi rasmni yuklay olmadim deb hatolik ko'rsatyabdi,negative
juda yamon ilova ekan,negative
butun tekstni umuman hato o'girdi,negative
arzimaydi ishlamayabdi,negative
ishlamayabdi,negative
o'rnatishga arzimaydi,negative
rasm yuklashda hatolik,negative
yamin ishlaybdi,negative
ro'yxatdan o'tishda juda ko'p savol berar ekan,negative
zerikib ketdim,negative
juda zerikarli ekan,negative
zerikarli,negative
qo'lda yozilgan rasm matnni o'gira olmadim,negative
yolg'ondan gapirgan ekansizlar,negative
skanerni yuklashda xatolik berib chiqib ketdi,negative
reklama juda ko'p qo'ygansizlar,negative
insofsiz ilova ekan,negative
vaqtni zoya ketkazishdan boshqa narsa emas,negative
ilovada umuman did yo'q ekan,negative
ideaga gap yo'q lekin tatbiqi yamon qilingan,negative
dasturchilar juda ehtiyotkorsiz harakat qilishibdi,negative
juda yamon,negative
yamon ilova,negative
ilova yamon,negative
yamon,negative
yamon,negative
rasmga olgandan so'ng saqlamayabdi,negative
faylni saqlamayabdi,negative
saqlamayabdi,negative
saqlashda hatolik,negative
menga umuman yoqmadi,negative
juda noqulay ilova ekan,negative
oxirgi versiya androidlarga umuman to'g'ri kelmaydi faqat eski versiyalariga tushadi,negative
ilovaga kirganda rad qiladi,negative
xamma fayllarni ham ochmaydi,negative
dasturlar imkoniyatlari aniq emas,negative
dasturlarversiyasiga qarab ajratishi,negative
dasturlarda keraksiz reklomalarni chiqarishi asabimga tegadi,negative
ilovalar yetarli emas,negative
dastur imkoniyatlari haqida to'liq malumot berilmadgan,negative
dasturlar hatoliklarning kopligi,negative
narsa harid qilish uchun kirilsa hatolik berishi,negative
internet tarmog'inhing yahshi emasligi,negative
fayllarni ochishni to'g'ri emasligi,negative
ilovada pochta ochilsa to'g'ridan to'g'ri kirmasli,negative
kartadagi malumotni bilishda hatolikni kuzatilishi,negative
ilovlarni kirganda yomon kantaktni o'chirib bimaslik,negative
dasturlarda litsensiyasi uzoq muddat yaramasligi,negative
ilovalarni yetkazib berish muddati uzoqligi,negative
ilovalar ochilgandan so'ng uni yuklab olish da hatoliklar kuzatilishi,negative
ilovalarda keraksiz vaqtni egallab kop vaqtni ketib qolishi,negative
ilva ko'p megabaytni egaaalshi,negative
ilovalarda dizayn kamchiligi,negative
ilovalardan bir vaqtning o'zida bir necha odamnging foydalana olmasli,negative
yuklab olinadingan malumotlarni megabayti kopligi,negative
harid qilishda kamchiliklarni kopligi,negative
dasturlarni hammasi aniq ishlamaydi google translet gaplarni juda kop hatoliklar o'rnatadi,negative
kompyuter orqali barcha o'yinlarni o'rnatib bolmasligi,negative
ilovalar ochishda megabaytlarni to'htash bolgandan so'ng davometmasligi yana boshidan boshlashi,negative
kopchilik dasturlardan har doyim ham foydalana olmaslikinternet tarmogi bolishi lozimligi,negative
lekin internetni har doyim ham bolmasligi,negative
dasturlarda hamma imkoniyatlari haqida to'liq malumot yo'q,negative
ilova dasturlar plonshetlarda ham ishlamasligi,negative
moslashuvchanlik yoqligi,negative
malumotlarni aniq bir saqlash uchun joylar kamligi,negative
malumotlarni himoyasi kuchli emas,negative
hakkerlar tomonidan dasturlarni buzilishiu,negative
dasturlarni himoyalanganlik darajasi juda past,negative
fayllarga viruslarning hujumi tufayli fayllar zarralanishi,negative
dastur ocjhishda kop vaqt davomida kutib qolish,negative
ko'pchilik fayllarni ochib bo'lmasligi rad qilishi,negative
ilovlarni hatoliklarning kuzatilishi,negative
keraksiz habarlarning operatorlar tomonidan yuborilishi,negative
klick tizimining ishlamay qolganligi,negative
kartadan foydalanishda hatoliklarning kuzatilishi,negative
mablag'larni karta orqali yuboridsh tizimi uncha yahshi emasligi,negative
google playning gaplarning hato tarjima qilishi,negative
bizovning shahsiy fayllarini boshqalar hujum qilishi,negative
tez tez dastur yangilash so'rashi,negative
