text,label
homila,tibbiyot
qon,tibbiyot
o‘simta,tibbiyot
o'simta,tibbiyot
shol,tibbiyot
shok,tibbiyot
chipqon,tibbiyot
tulg‘oq,tibbiyot
tulg'oq,tibbiyot
tuxumdon,tibbiyot
tutqanoq,tibbiyot
tumov,tibbiyot
toksemiya,tibbiyot
toksikoz,tibbiyot
termometr,tibbiyot
suspenziya,tibbiyot
stress,tibbiyot
tanosil,tibbiyot
stetoskop,tibbiyot
spazm,tibbiyot
sanitariya,tibbiyot
prostata,tibbiyot
refleks,tibbiyot
peritonit,tibbiyot
parhez,tibbiyot
paralich,tibbiyot
puls,tibbiyot
spid,tibbiyot
oits,tibbiyot
oshqozon osti bezi,tibbiyot
oqsil,tibbiyot
nerv,tibbiyot
organizmlar,tibbiyot
mongoloidizm,tibbiyot
ninalog‘ich,tibbiyot
ninalog'ich,tibbiyot
mikroblar,tibbiyot
limfa tugunlari,tibbiyot
kraxmal,tibbiyot
lyambliya,tibbiyot
kon’yuktiva,tibbiyot
kon'yuktiva,tibbiyot
kontratseptiv,tibbiyot
kompress,tibbiyot
katarakta,tibbiyot
koma,tibbiyot
kateter,tibbiyot
klizma,tibbiyot
kariyes,tibbiyot
kamqonlik,tibbiyot
ichburug‘,tibbiyot
ichburug',tibbiyot
yo’ldosh,tibbiyot
yo'ldosh,tibbiyot
isitma,tibbiyot
infeksiya,tibbiyot
irsiy,tibbiyot
insulin,tibbiyot
insult,tibbiyot
invaginatsiya,tibbiyot
immunizatsiya,tibbiyot
ich qotishi,tibbiyot
illatlar,tibbiyot
ich ketar,tibbiyot
zardob,tibbiyot
gips,tibbiyot
glyukoza,tibbiyot
gigiyena,tibbiyot
dizenteriya,tibbiyot
dieta,tibbiyot
gemorroy,tibbiyot
dermatit,tibbiyot
gormon,tibbiyot
gripp,tibbiyot
vitamin,tibbiyot
grija,tibbiyot
buyrak toshi,tibbiyot
vena,tibbiyot
bo’qoq,tibbiyot
bo'qoq,tibbiyot
bronxlar,tibbiyot
balg‘am,tibbiyot
balg'am,tibbiyot
arteriya,tibbiyot
bavosil,tibbiyot
antitoksin,tibbiyot
aerozol,tibbiyot
antiseptik,tibbiyot
amputatsiya,tibbiyot
abssess,tibbiyot
alkogolizm,tibbiyot
allergiya,tibbiyot
antibiotik,tibbiyot
defibrilyator,tibbiyot
magnitli rezonans tomografiyasi,tibbiyot
mri,tibbiyot
röntgen,tibbiyot
radiologik uskuna,tibbiyot
ultrasonografiya,tibbiyot
uzi,tibbiyot
endoskop,tibbiyot
tromb,tibbiyot
fibrinolitik,tibbiyot
anesteziya,tibbiyot
fibrillyatsiya,tibbiyot
elektrokardiogramm,tibbiyot
ekg,tibbiyot
holter,tibbiyot
qon bosimi,tibbiyot
holter monitori,tibbiyot
bakteriya,tibbiyot
karantin,tibbiyot
epidemiya,tibbiyot
epidemiologiya,tibbiyot
rentgen,tibbiyot
tomografiya,tibbiyot
magnitli resonans,tibbiyot
radiologiya,tibbiyot
kasal,tibbiyot
salomatlik,tibbiyot
reabilitatsiya,tibbiyot
terapiya,tibbiyot
operatsiya,tibbiyot
shifoxona,tibbiyot
klinik,tibbiyot
immunitet,tibbiyot
immun,tibbiyot
kasallik,tibbiyot
mikroorganizm,tibbiyot
virus,tibbiyot
tibbiyot,tibbiyot
chrysler,transport
opel,transport
skoda,transport
peugeot,transport
reanult,transport
fiat,transport
subaru,transport
dodge,transport
nissan,transport
mitsubishi,transport
mazda,transport
land rover,transport
jaguar,transport
isuzu,transport
infiniti,transport
general motors,transport
jeep,transport
audi,transport
acura,transport
honda,transport
dizel,transport
benzin,transport
elektromobil,transport
tesla,transport
kia,transport
tank,transport
yuk mashina,transport
mator,transport
lexus,transport
volvo,transport
hyundai,transport
toyota,transport
lada,transport
daewoo,transport
g'ildirak,transport
bekat,transport
metro,transport
avto salon,transport
avto,transport
avtosalon,transport
rul,transport
kuzov,transport
orlando,transport
captiva,transport
lasetti,transport
nexia,transport
porsche,transport
bmw,transport
mercedes,transport
ford,transport
ferrari,transport
chevrolet,transport
ehtiyot qismlar,transport
yoqilg'i,transport
raketa,transport
temir yo'l,transport
port,transport
vokzal,transport
taksi,transport
taxi,transport
radionavigatsiya,transport
ot kuchi,transport
yahta,transport
yaxta,transport
dvigatel,transport
elektroxod,transport
teploxod,transport
paroxod,transport
flot,transport
yengil avtomobil,transport
avtobus,transport
airoport,transport
avtovokzal,transport
zaz,transport
kraz,transport
laz,transport
paz,transport
uaz,transport
jiguli,transport
kamaz,transport
volga,transport
gaz,transport
moskvich,transport
zil,transport
samolyot,transport
vertaliyot,transport
aviatsiya,transport
havo transporti,transport
qayiq,transport
kema,transport
suv transporti,transport
avtomobil,transport
poyezd,transport
yer usti transporti,transport
yoʻlovchi,transport
yo'lovchi,transport
transport,transport
murabbiy,sport
trenajer,sport
niqob,sport
shlem,sport
hakam,sport
tablo,sport
finish,sport
stadion,sport
tribuna,sport
ring,sport
toʻsiqlar,sport
to'siqlar,sport
qayiq,sport
konki,sport
langarchoʻp,sport
langarcho'p,sport
yadro,sport
boskrn,sport
lappak,sport
nayza,sport
qilich,sport
rapira,sport
chavgon,sport
toʻp,sport
to'p,sport
sakrash,sport
yengil atletika,sport
xokkey,sport
voleybol,sport
velosiped sporti,sport
ko‘pkari,sport
ko'pkari,sport
uloq,sport
taekvondo,sport
txekvondo,sport
triatlon,sport
chang‘i sporti,sport
chang'i sporti,sport
tennis,sport
suvga sakrash,sport
suzish,sport
suv polosi,sport
raketka,sport
pingpong,sport
ping-pong,sport
stol tennisi,sport
akrobatika,sport
shaxmat,sport
shashka,sport
sambo,sport
regbi,sport
radiosport,sport
qilichbozlik,sport
jang san’ati,sport
jang san'ati,sport
ot sporti,sport
og'ir atletika,sport
mototsikl sporti,sport
mini-futbol,sport
karate,sport
kamondan otish,sport
gandbol,sport
futbol,sport
fristayl,sport
figurali uchish,sport
jiu-jitsu,sport
dzyudo,sport
velopoyga,sport
yugurish,sport
duatlon,sport
boks,sport
gantel tosh,sport
shtanga,sport
bodibilding,sport
bobsley,sport
chang‘i,sport
chang'i,sport
biatlon,sport
baydarka,sport
zal,sport
savatli,sport
basketbol,sport
volan,sport
badminton,sport
arg‘amchi,sport
arg'amchi,sport
halqa,sport
koptok,sport
tasma,sport
poyga,sport
badiiy gimnastika,sport
aykido,sport
alpinizm,sport
eshkak eshish,sport
sport,sport
football,sport
kurash,sport
homiy,iqtisodiyot
yalpi milliy mahsulot,iqtisodiyot
yarmarka,iqtisodiyot
emissiya,iqtisodiyot
embargo,iqtisodiyot
elektron pul,iqtisodiyot
eksport,iqtisodiyot
chek,iqtisodiyot
chakana baho,iqtisodiyot
xususiylashtirish,iqtisodiyot
xolding,iqtisodiyot
fond,iqtisodiyot
fermer,iqtisodiyot
ustama,iqtisodiyot
ulgurji,iqtisodiyot
tender,iqtisodiyot
taklif,iqtisodiyot
talab,iqtisodiyot
tadbirkorlik,iqtisodiyot
tadbirkor,iqtisodiyot
stagnasiya,iqtisodiyot
supermarket,iqtisodiyot
sponsor,iqtisodiyot
saldo,iqtisodiyot
raqobat,iqtisodiyot
passiv,iqtisodiyot
monopoliya,iqtisodiyot
menejer,iqtisodiyot
menejment,iqtisodiyot
markaziy bank,iqtisodiyot
marketing,iqtisodiyot
makler,iqtisodiyot
makroiqtisodiyot,iqtisodiyot
limit,iqtisodiyot
lizing,iqtisodiyot
krizis,iqtisodiyot
kompanion,iqtisodiyot
kliring,iqtisodiyot
kvota,iqtisodiyot
kartel,iqtisodiyot
kamomad,iqtisodiyot
kalkulyasiya,iqtisodiyot
ishsizlik,iqtisodiyot
ish haqi,iqtisodiyot
xarajat,iqtisodiyot
ishlab chiqarish,iqtisodiyot
iste'mol,iqtisodiyot
islohot,iqtisodiyot
inqiroz,iqtisodiyot
inflyasiya,iqtisodiyot
inkasso,iqtisodiyot
inkassator,iqtisodiyot
inkassasiya,iqtisodiyot
integrasiya,iqtisodiyot
investor,iqtisodiyot
dotasiya,iqtisodiyot
dealer,iqtisodiyot
diler,iqtisodiyot
dividend,iqtisodiyot
deflyasiya,iqtisodiyot
defisit,iqtisodiyot
depozit,iqtisodiyot
demping,iqtisodiyot
deklarasiya,iqtisodiyot
demonopolizasiya,iqtisodiyot
debitor,iqtisodiyot
buyurtma,iqtisodiyot
byudjet,iqtisodiyot
bozor iqtisodiyoti,iqtisodiyot
biznes reja,iqtisodiyot
bankomat,iqtisodiyot
kafil,iqtisodiyot
balans,iqtisodiyot
auditor,iqtisodiyot
audit,iqtisodiyot
mulk,iqtisodiyot
ijara,iqtisodiyot
arenda,iqtisodiyot
amortizasiya,iqtisodiyot
antimonopol,iqtisodiyot
agrofirma,iqtisodiyot
agrobiznes,iqtisodiyot
aksiya,iqtisodiyot
aksionerlik,iqtisodiyot
aksiz,iqtisodiyot
kassa,iqtisodiyot
akkreditiv,iqtisodiyot
hisob-kitob,iqtisodiyot
bunak,iqtisodiyot
avtarkiya,iqtisodiyot
avans,iqtisodiyot
daromad,iqtisodiyot
firma,iqtisodiyot
sotib olish,iqtisodiyot
sotish,iqtisodiyot
shartnoma,iqtisodiyot
sug'urta,iqtisodiyot
reklama,iqtisodiyot
polis,iqtisodiyot
patent,iqtisodiyot
lisenziya,iqtisodiyot
garov,iqtisodiyot
ko'chmas mulk,iqtisodiyot
ipoteka,iqtisodiyot
moddiy,iqtisodiyot
foyda,iqtisodiyot
investisiya,iqtisodiyot
zayom,iqtisodiyot
kapital,iqtisodiyot
import,iqtisodiyot
veksel,iqtisodiyot
kumush,iqtisodiyot
oltin,iqtisodiyot
broker,iqtisodiyot
qimmatbaho qog'oz,iqtisodiyot
qimmatbaho,iqtisodiyot
mol-mulk,iqtisodiyot
tovar,iqtisodiyot
boj,iqtisodiyot
bojxona,iqtisodiyot
soliq,iqtisodiyot
hisob,iqtisodiyot
ayirboshlash,iqtisodiyot
korchalon,iqtisodiyot
birja,iqtisodiyot
biznesmen,iqtisodiyot
boylik,iqtisodiyot
biznes,iqtisodiyot
valyuta,iqtisodiyot
to'lov,iqtisodiyot
korxona,iqtisodiyot
bank,iqtisodiyot
mahsulot,iqtisodiyot
savdo,iqtisodiyot
kimoshdi,iqtisodiyot
xaridor,iqtisodiyot
narx,iqtisodiyot
mablag,iqtisodiyot
pul,iqtisodiyot
foiz,iqtisodiyot
qarz,iqtisodiyot
moliya,iqtisodiyot
kredit,iqtisodiyot
iqtisod,iqtisodiyot
auksion,iqtisodiyot
iqtisodiy,iqtisodiyot
